Invoice ID,Branch,Customer type,Product line,Total,Date,Rating,Hour
INV-1170,B,Normal,Health & Beauty,296.54,2024-01-22 06:00:00,9.2,6
INV-1171,B,Normal,Health & Beauty,276.47,2024-01-22 09:00:00,8.0,9
INV-1172,C,Member,Health & Beauty,262.04,2024-01-22 12:00:00,8.8,12
INV-1173,B,Member,Food & beverages,908.13,2024-01-22 15:00:00,5.5,15
INV-1174,C,Normal,Fashion accessories,264.56,2024-01-22 18:00:00,7.7,18
INV-1175,A,Member,Health & Beauty,286.51,2024-01-22 21:00:00,7.4,21
INV-1176,C,Normal,Food & beverages,764.21,2024-01-23 00:00:00,9.0,0
INV-1177,B,Member,Sports & Travel,460.75,2024-01-23 03:00:00,9.4,3
INV-1178,A,Member,Electronic accessories,781.18,2024-01-23 06:00:00,4.1,6
INV-1179,A,Member,Fashion accessories,84.06,2024-01-23 09:00:00,8.0,9
INV-1180,A,Member,Electronic accessories,497.82,2024-01-23 12:00:00,4.3,12
INV-1181,C,Member,Fashion accessories,52.94,2024-01-23 15:00:00,7.3,15
INV-1182,B,Member,Electronic accessories,81.4,2024-01-23 18:00:00,5.7,18
INV-1183,A,Member,Fashion accessories,908.31,2024-01-23 21:00:00,5.8,21
INV-1184,A,Normal,Electronic accessories,156.46,2024-01-24 00:00:00,6.1,0
INV-1185,A,Normal,Electronic accessories,541.77,2024-01-24 03:00:00,7.7,3
INV-1186,C,Normal,Electronic accessories,422.87,2024-01-24 06:00:00,6.0,6
INV-1187,C,Normal,Electronic accessories,360.4,2024-01-24 09:00:00,8.4,9
INV-1188,B,Normal,Sports & Travel,901.84,2024-01-24 12:00:00,6.4,12
INV-1189,C,Member,Health & Beauty,41.39,2024-01-24 15:00:00,4.4,15
INV-1190,A,Member,Home & Lifestyle,670.51,2024-01-24 18:00:00,8.7,18
INV-1191,B,Normal,Food & beverages,964.13,2024-01-24 21:00:00,5.7,21
INV-1192,A,Member,Home & Lifestyle,568.96,2024-01-25 00:00:00,6.6,0
INV-1193,A,Normal,Home & Lifestyle,938.09,2024-01-25 03:00:00,8.1,3
INV-1194,C,Normal,Fashion accessories,71.21,2024-01-25 06:00:00,6.0,6
INV-1195,B,Member,Health & Beauty,430.42,2024-01-25 09:00:00,4.3,9
INV-1196,C,Member,Fashion accessories,274.95,2024-01-25 12:00:00,6.2,12
INV-1197,C,Member,Health & Beauty,736.2,2024-01-25 15:00:00,9.7,15
INV-1198,B,Normal,Health & Beauty,981.67,2024-01-25 18:00:00,7.9,18
INV-1199,A,Member,Electronic accessories,271.4,2024-01-25 21:00:00,8.0,21
INV-1200,A,Normal,Sports & Travel,661.09,2024-01-26 00:00:00,7.8,0
INV-1201,B,Normal,Electronic accessories,214.14,2024-01-26 03:00:00,5.2,3
INV-1202,A,Normal,Sports & Travel,574.02,2024-01-26 06:00:00,6.5,6
INV-1203,B,Member,Fashion accessories,474.65,2024-01-26 09:00:00,8.5,9
INV-1204,B,Member,Sports & Travel,972.57,2024-01-26 12:00:00,4.6,12
INV-1205,C,Normal,Fashion accessories,616.36,2024-01-26 15:00:00,5.7,15
INV-1206,B,Member,Home & Lifestyle,362.52,2024-01-26 18:00:00,5.7,18
INV-1207,C,Member,Home & Lifestyle,131.81,2024-01-26 21:00:00,6.6,21
INV-1208,A,Member,Sports & Travel,168.22,2024-01-27 00:00:00,9.9,0
INV-1209,A,Normal,Sports & Travel,240.81,2024-01-27 03:00:00,4.4,3
INV-1210,A,Normal,Fashion accessories,265.95,2024-01-27 06:00:00,7.1,6
INV-1211,A,Member,Electronic accessories,853.6,2024-01-27 09:00:00,5.1,9
INV-1212,C,Normal,Fashion accessories,570.0,2024-01-27 12:00:00,9.8,12
INV-1213,A,Member,Electronic accessories,532.92,2024-01-27 15:00:00,4.7,15
INV-1214,B,Member,Home & Lifestyle,132.47,2024-01-27 18:00:00,6.4,18
INV-1215,B,Member,Health & Beauty,862.94,2024-01-27 21:00:00,8.4,21
INV-1216,B,Member,Sports & Travel,728.36,2024-01-28 00:00:00,8.2,0
INV-1217,C,Normal,Electronic accessories,86.31,2024-01-28 03:00:00,6.5,3
INV-1218,A,Normal,Fashion accessories,713.68,2024-01-28 06:00:00,6.1,6
INV-1219,A,Normal,Home & Lifestyle,552.67,2024-01-28 09:00:00,6.4,9
INV-1220,A,Member,Electronic accessories,100.09,2024-01-28 12:00:00,5.6,12
INV-1221,C,Member,Fashion accessories,469.13,2024-01-28 15:00:00,5.2,15
INV-1222,B,Member,Sports & Travel,495.0,2024-01-28 18:00:00,6.9,18
INV-1223,B,Normal,Sports & Travel,182.46,2024-01-28 21:00:00,5.6,21
INV-1224,A,Member,Food & beverages,946.78,2024-01-29 00:00:00,5.7,0
INV-1225,B,Normal,Health & Beauty,852.98,2024-01-29 03:00:00,7.9,3
INV-1226,B,Normal,Food & beverages,675.64,2024-01-29 06:00:00,9.8,6
INV-1227,C,Normal,Home & Lifestyle,473.05,2024-01-29 09:00:00,7.6,9
INV-1228,C,Normal,Electronic accessories,423.53,2024-01-29 12:00:00,4.5,12
INV-1229,C,Normal,Home & Lifestyle,657.95,2024-01-29 15:00:00,4.5,15
INV-1230,C,Normal,Fashion accessories,554.52,2024-01-29 18:00:00,9.7,18
INV-1231,A,Member,Sports & Travel,81.03,2024-01-29 21:00:00,5.8,21
INV-1232,C,Member,Food & beverages,522.25,2024-01-30 00:00:00,4.6,0
INV-1233,B,Normal,Food & beverages,810.28,2024-01-30 03:00:00,7.6,3
INV-1234,A,Normal,Food & beverages,470.06,2024-01-30 06:00:00,7.7,6
INV-1235,B,Member,Home & Lifestyle,70.92,2024-01-30 09:00:00,7.9,9
INV-1236,B,Normal,Sports & Travel,790.55,2024-01-30 12:00:00,5.6,12
INV-1237,B,Normal,Electronic accessories,217.34,2024-01-30 15:00:00,4.1,15
INV-1238,C,Member,Fashion accessories,273.45,2024-01-30 18:00:00,9.8,18
INV-1239,C,Normal,Electronic accessories,181.41,2024-01-30 21:00:00,5.5,21
INV-1240,A,Normal,Home & Lifestyle,343.61,2024-01-31 00:00:00,8.1,0
INV-1241,A,Normal,Fashion accessories,761.62,2024-01-31 03:00:00,8.2,3
INV-1242,C,Member,Food & beverages,529.0,2024-01-31 06:00:00,7.7,6
INV-1243,B,Member,Health & Beauty,220.78,2024-01-31 09:00:00,5.9,9
INV-1244,A,Member,Home & Lifestyle,880.27,2024-01-31 12:00:00,5.6,12
INV-1245,C,Normal,Home & Lifestyle,881.99,2024-01-31 15:00:00,7.6,15
INV-1246,C,Normal,Sports & Travel,873.17,2024-01-31 18:00:00,9.2,18
INV-1247,C,Member,Electronic accessories,254.02,2024-01-31 21:00:00,9.7,21
INV-1248,B,Normal,Home & Lifestyle,462.21,2024-02-01 00:00:00,4.6,0
INV-1249,C,Normal,Home & Lifestyle,985.29,2024-02-01 03:00:00,4.9,3
INV-1250,C,Normal,Food & beverages,776.57,2024-02-01 06:00:00,9.7,6
INV-1251,C,Normal,Food & beverages,46.62,2024-02-01 09:00:00,8.4,9
INV-1252,C,Normal,Fashion accessories,83.9,2024-02-01 12:00:00,9.3,12
INV-1253,A,Member,Health & Beauty,474.65,2024-02-01 15:00:00,5.2,15
INV-1254,A,Normal,Sports & Travel,911.04,2024-02-01 18:00:00,7.5,18
INV-1255,C,Member,Health & Beauty,547.93,2024-02-01 21:00:00,8.2,21
INV-1256,B,Normal,Fashion accessories,507.86,2024-02-02 00:00:00,8.1,0
INV-1257,A,Member,Food & beverages,123.36,2024-02-02 03:00:00,6.4,3
INV-1258,C,Normal,Electronic accessories,663.64,2024-02-02 06:00:00,4.1,6
INV-1259,A,Member,Food & beverages,825.66,2024-02-02 09:00:00,7.5,9
INV-1260,A,Normal,Sports & Travel,392.81,2024-02-02 12:00:00,5.5,12
INV-1261,B,Member,Food & beverages,780.1,2024-02-02 15:00:00,6.7,15
INV-1262,C,Normal,Sports & Travel,965.19,2024-02-02 18:00:00,9.7,18
INV-1263,C,Member,Sports & Travel,219.69,2024-02-02 21:00:00,6.4,21
INV-1264,B,Normal,Sports & Travel,532.86,2024-02-03 00:00:00,9.0,0
INV-1265,B,Member,Fashion accessories,301.4,2024-02-03 03:00:00,5.1,3
INV-1266,C,Member,Sports & Travel,797.0,2024-02-03 06:00:00,8.0,6
INV-1267,C,Normal,Sports & Travel,586.04,2024-02-03 09:00:00,9.9,9
INV-1268,B,Normal,Electronic accessories,641.89,2024-02-03 12:00:00,4.6,12
INV-1269,A,Member,Health & Beauty,801.96,2024-02-03 15:00:00,4.0,15
INV-1270,A,Normal,Home & Lifestyle,408.05,2024-02-03 18:00:00,6.6,18
INV-1271,B,Member,Health & Beauty,916.79,2024-02-03 21:00:00,4.6,21
INV-1272,A,Member,Sports & Travel,542.37,2024-02-04 00:00:00,8.5,0
INV-1273,B,Member,Electronic accessories,174.8,2024-02-04 03:00:00,9.5,3
INV-1274,A,Normal,Food & beverages,701.98,2024-02-04 06:00:00,6.6,6
INV-1275,A,Member,Electronic accessories,797.4,2024-02-04 09:00:00,5.6,9
INV-1276,C,Member,Sports & Travel,330.43,2024-02-04 12:00:00,6.6,12
INV-1277,C,Normal,Electronic accessories,860.04,2024-02-04 15:00:00,8.3,15
INV-1278,A,Normal,Electronic accessories,908.02,2024-02-04 18:00:00,4.1,18
INV-1279,A,Normal,Sports & Travel,291.37,2024-02-04 21:00:00,7.5,21
INV-1280,C,Normal,Fashion accessories,983.85,2024-02-05 00:00:00,7.7,0
INV-1281,C,Member,Electronic accessories,157.9,2024-02-05 03:00:00,7.8,3
INV-1282,C,Member,Home & Lifestyle,217.98,2024-02-05 06:00:00,5.5,6
INV-1283,B,Member,Home & Lifestyle,200.54,2024-02-05 09:00:00,8.3,9
INV-1284,A,Member,Electronic accessories,896.11,2024-02-05 12:00:00,4.5,12
INV-1285,C,Normal,Fashion accessories,661.21,2024-02-05 15:00:00,5.2,15
INV-1286,A,Member,Food & beverages,169.06,2024-02-05 18:00:00,9.3,18
INV-1287,B,Member,Sports & Travel,451.52,2024-02-05 21:00:00,8.4,21
INV-1288,B,Normal,Home & Lifestyle,622.99,2024-02-06 00:00:00,4.1,0
INV-1289,C,Member,Food & beverages,101.79,2024-02-06 03:00:00,5.5,3
INV-1290,B,Member,Electronic accessories,884.77,2024-02-06 06:00:00,5.3,6
INV-1291,A,Member,Food & beverages,807.53,2024-02-06 09:00:00,5.6,9
INV-1292,C,Member,Health & Beauty,515.1,2024-02-06 12:00:00,5.5,12
INV-1293,A,Member,Home & Lifestyle,967.78,2024-02-06 15:00:00,4.4,15
INV-1294,A,Member,Electronic accessories,429.41,2024-02-06 18:00:00,6.8,18
INV-1295,B,Normal,Sports & Travel,984.43,2024-02-06 21:00:00,8.4,21
INV-1296,B,Normal,Fashion accessories,674.56,2024-02-07 00:00:00,7.6,0
INV-1297,B,Member,Electronic accessories,641.98,2024-02-07 03:00:00,8.0,3
INV-1298,B,Member,Sports & Travel,182.64,2024-02-07 06:00:00,4.5,6
INV-1299,B,Normal,Fashion accessories,884.29,2024-02-07 09:00:00,9.7,9
INV-1300,C,Member,Fashion accessories,438.94,2024-02-07 12:00:00,9.0,12
INV-1301,A,Member,Electronic accessories,178.99,2024-02-07 15:00:00,8.8,15
INV-1302,A,Member,Food & beverages,32.36,2024-02-07 18:00:00,8.9,18
INV-1303,A,Normal,Food & beverages,568.56,2024-02-07 21:00:00,9.6,21
INV-1304,A,Member,Fashion accessories,536.85,2024-02-08 00:00:00,7.3,0
INV-1305,B,Normal,Food & beverages,724.97,2024-02-08 03:00:00,5.2,3
INV-1306,A,Member,Health & Beauty,892.45,2024-02-08 06:00:00,7.7,6
INV-1307,C,Normal,Fashion accessories,97.82,2024-02-08 09:00:00,8.5,9
INV-1308,C,Normal,Fashion accessories,736.87,2024-02-08 12:00:00,8.4,12
INV-1309,A,Member,Sports & Travel,203.66,2024-02-08 15:00:00,7.1,15
INV-1310,A,Normal,Food & beverages,861.01,2024-02-08 18:00:00,4.4,18
INV-1311,C,Member,Fashion accessories,822.68,2024-02-08 21:00:00,6.2,21
INV-1312,C,Normal,Health & Beauty,549.98,2024-02-09 00:00:00,9.5,0
INV-1313,B,Member,Sports & Travel,716.04,2024-02-09 03:00:00,7.5,3
INV-1314,C,Member,Electronic accessories,328.06,2024-02-09 06:00:00,7.2,6
INV-1315,B,Normal,Fashion accessories,481.74,2024-02-09 09:00:00,5.6,9
INV-1316,B,Member,Health & Beauty,825.2,2024-02-09 12:00:00,6.2,12
INV-1317,B,Member,Home & Lifestyle,470.08,2024-02-09 15:00:00,9.4,15
INV-1318,B,Normal,Health & Beauty,370.64,2024-02-09 18:00:00,8.0,18
INV-1319,B,Member,Health & Beauty,504.33,2024-02-09 21:00:00,8.7,21
INV-1320,A,Member,Sports & Travel,831.68,2024-02-10 00:00:00,6.7,0
INV-1321,C,Normal,Electronic accessories,348.5,2024-02-10 03:00:00,7.8,3
INV-1322,B,Normal,Home & Lifestyle,190.29,2024-02-10 06:00:00,5.5,6
INV-1323,C,Member,Food & beverages,717.77,2024-02-10 09:00:00,8.2,9
INV-1324,C,Member,Food & beverages,829.46,2024-02-10 12:00:00,6.6,12
INV-1325,B,Normal,Health & Beauty,118.62,2024-02-10 15:00:00,6.7,15
